id,title,genres,overview,poster_url,trailer_url
234,Dharma Judai,"Crime, Sci-Fi",The underworld calls Dharma amidst the tea gardens of Assam.,https://placehold.co/300x450/1a1a1a/e74c3c?text=Dharma%20Judai,https://www.youtube.com/watch?v=OKBMCL-frPU
235,Maujan Hi Maujan,Sport,A champion's journey from Maujan in the bustling streets of Mumbai.,https://placehold.co/300x450/0d1a0d/27ae60?text=Maujan%20Hi%20Maujan,https://www.youtube.com/watch?v=D4qAQYlgZQs
236,Ritual Peninsula,Biography,A legendary tale of Ritual amidst the political turmoil.,https://placehold.co/300x450/1a1a2e/f39c12?text=Ritual%20Peninsula,https://www.youtube.com/watch?v=Po3jStA673E
237,Rekha: Part 3,"Thriller, Romance, History",A suspenseful chase after Rekha amidst the political turmoil.,https://placehold.co/300x450/1a1a1a/8e44ad?text=Rekha%3A%20Part%203,https://www.youtube.com/watch?v=Zr6T4yH8bf0
238,Ribbon Class,"Romance, History, Family",Love blossoms between Ribbon in a metropolitan city.,https://placehold.co/300x450/2d132c/e91e63?text=Ribbon%20Class,https://www.youtube.com/watch?v=4GPvYMKtrtI
239,Jalsa Cheek,"Thriller, Musical, Horror",A suspenseful chase after Jalsa amidst the political turmoil.,https://placehold.co/300x450/1a1a1a/8e44ad?text=Jalsa%20Cheek,https://www.youtube.com/watch?v=y1-w1kUNe6w
240,Locker Cornea,"Musical, Crime, Horror",When beats unite Locker in a metropolitan city.,https://placehold.co/300x450/2e1a2e/e91e63?text=Locker%20Cornea,https://www.youtube.com/watch?v=vqu4z34wENw
241,Khwab Payasam,"Biography, History",When history remembers Khwab in the majestic palaces of Rajasthan.,https://placehold.co/300x450/1a1a2e/f39c12?text=Khwab%20Payasam,https://www.youtube.com/watch?v=COv52Qyctws
242,Dastaan Milan,"Crime, Comedy",A gritty crime saga of Dastaan in the vibrant culture of Punjab.,https://placehold.co/300x450/1a1a1a/e74c3c?text=Dastaan%20Milan,https://www.youtube.com/watch?v=f_vbAtFSEc0
243,Chair: Collection,"Action, Crime, Horror",Non-stop action with Chair in the bustling streets of Mumbai.,https://placehold.co/300x450/1a1a2e/e50914?text=Chair%3A%20Collection,https://www.youtube.com/watch?v=JKa05nyUmuQ
244,Sabzi Frost,"Fantasy, Sport",A fantastical journey of Sabzi against the caste system.,https://placehold.co/300x450/1a1a3e/9b59b6?text=Sabzi%20Frost,https://www.youtube.com/watch?v=pKctjlxbFDQ
245,Powerful Rear,Sport,An inspiring sports drama about Powerful against the caste system.,https://placehold.co/300x450/0d1a0d/27ae60?text=Powerful%20Rear,https://www.youtube.com/watch?v=8B1EtVPBSMw
246,Shadaa,"Family, History",When generations clash in Shadaa amidst the backdrop of rural India.,https://placehold.co/300x450/1a2e1a/2ecc71?text=Shadaa,https://www.youtube.com/watch?v=OKBMCL-frPU
247,Love Punjab,"Action, Adventure",Non-stop action with Love amidst the political turmoil.,https://placehold.co/300x450/1a1a2e/e50914?text=Love%20Punjab,https://www.youtube.com/watch?v=D4qAQYlgZQs
248,Shaadi Missile,"Family, Sport",Love and unity bind Shaadi in a middle-class Indian household.,https://placehold.co/300x450/1a2e1a/2ecc71?text=Shaadi%20Missile,https://www.youtube.com/watch?v=Po3jStA673E
249,Shivaji,"Adventure, War",An adventurous journey through Shivaji in a small Indian village.,https://placehold.co/300x450/1a2e2e/1abc9c?text=Shivaji,https://www.youtube.com/watch?v=Zr6T4yH8bf0
250,Jeet Yogurt,"Fantasy, Biography, Sci-Fi",Myth and magic surround Jeet on the banks of the Ganges.,https://placehold.co/300x450/1a1a3e/9b59b6?text=Jeet%20Yogurt,https://www.youtube.com/watch?v=4GPvYMKtrtI
251,Do Tempeh,Sci-Fi,A technological marvel involving Do in a joint family setup.,https://placehold.co/300x450/0c1445/3498db?text=Do%20Tempeh,https://www.youtube.com/watch?v=y1-w1kUNe6w
252,Kranti Out,"Musical, Family",When music transforms the life of Kranti in a small Indian village.,https://placehold.co/300x450/2e1a2e/e91e63?text=Kranti%20Out,https://www.youtube.com/watch?v=vqu4z34wENw
253,Rosogolla Castle,"Family, War",When generations clash in Rosogolla in a middle-class Indian household.,https://placehold.co/300x450/1a2e1a/2ecc71?text=Rosogolla%20Castle,https://www.youtube.com/watch?v=COv52Qyctws
254,Kahani Rasam,Action,When violence erupts around Kahani in the majestic palaces of Rajasthan.,https://placehold.co/300x450/1a1a2e/e50914?text=Kahani%20Rasam,https://www.youtube.com/watch?v=f_vbAtFSEc0
255,Shaadi Kadwa,"Music, Musical",A soulful journey of Shaadi in the world of Bollywood.,https://placehold.co/300x450/2c1a2e/9b59b6?text=Shaadi%20Kadwa,https://www.youtube.com/watch?v=JKa05nyUmuQ
256,Falooda Eggplant,"Fantasy, Biography, Sport",A fantastical journey of Falooda in the world of Bollywood.,https://placehold.co/300x450/1a1a3e/9b59b6?text=Falooda%20Eggplant,https://www.youtube.com/watch?v=pKctjlxbFDQ
257,Bela Seshe,"Musical, Crime",A musical extravaganza about Bela in the cricket-crazy streets.,https://placehold.co/300x450/2e1a2e/e91e63?text=Bela%20Seshe,https://www.youtube.com/watch?v=8B1EtVPBSMw
258,Morning: The Movie,Adventure,A daring quest by Morning amidst the tea gardens of Assam.,https://placehold.co/300x450/1a2e2e/1abc9c?text=Morning%3A%20The%20Movie,https://www.youtube.com/watch?v=OKBMCL-frPU
259,Lakshman Tofu,Thriller,When danger lurks for Lakshman in a middle-class Indian household.,https://placehold.co/300x450/1a1a1a/8e44ad?text=Lakshman%20Tofu,https://www.youtube.com/watch?v=D4qAQYlgZQs
260,Lingaa,Sport,A champion's journey from Lingaa in the IT hub of Bangalore.,https://placehold.co/300x450/0d1a0d/27ae60?text=Lingaa,https://www.youtube.com/watch?v=Po3jStA673E
261,Our Tame,"War, Drama, Music",Courage under fire for Our in a small Indian village.,https://placehold.co/300x450/1a1a1a/7f8c8d?text=Our%20Tame,https://www.youtube.com/watch?v=Zr6T4yH8bf0
262,Angrej,"Sport, Musical, Mystery",When determination drives Angrej amidst the tea gardens of Assam.,https://placehold.co/300x450/0d1a0d/27ae60?text=Angrej,https://www.youtube.com/watch?v=4GPvYMKtrtI
263,Raasta Kidney,"War, Horror",Courage under fire for Raasta against the traditions of a conservative family.,https://placehold.co/300x450/1a1a1a/7f8c8d?text=Raasta%20Kidney,https://www.youtube.com/watch?v=y1-w1kUNe6w
264,Plasma Ladai Stadium,"Drama, Comedy",A compelling tale of Plasma amidst the political turmoil.,https://placehold.co/300x450/16213e/f39c12?text=Plasma%20Ladai%20Stadium,https://www.youtube.com/watch?v=vqu4z34wENw
265,Jaljeera Sharing,War,A heroic war story of Jaljeera on the banks of the Ganges.,https://placehold.co/300x450/1a1a1a/7f8c8d?text=Jaljeera%20Sharing,https://www.youtube.com/watch?v=COv52Qyctws
266,Zindagi Ka Jungle,"Sport, Crime",An inspiring sports drama about Zindagi in the cricket-crazy streets.,https://placehold.co/300x450/0d1a0d/27ae60?text=Zindagi%20Ka%20Jungle,https://www.youtube.com/watch?v=f_vbAtFSEc0
267,Lobia Princess,"History, Musical, Comedy",When the past echoes through Lobia in the bustling streets of Mumbai.,https://placehold.co/300x450/2e1a0d/d35400?text=Lobia%20Princess,https://www.youtube.com/watch?v=JKa05nyUmuQ
268,Malik,Drama,An intense drama exploring Malik against the traditions of a conservative family.,https://placehold.co/300x450/16213e/f39c12?text=Malik,https://www.youtube.com/watch?v=pKctjlxbFDQ
269,Sparsh Riwayat,Family,When generations clash in Sparsh amidst the tea gardens of Assam.,https://placehold.co/300x450/1a2e1a/2ecc71?text=Sparsh%20Riwayat,https://www.youtube.com/watch?v=8B1EtVPBSMw
270,Romancham,"Action, Horror",Non-stop action with Romancham in a metropolitan city.,https://placehold.co/300x450/1a1a2e/e50914?text=Romancham,https://www.youtube.com/watch?v=OKBMCL-frPU
271,Shy: Untold Story,"Family, Comedy",A beautiful family tale of Shy in the majestic palaces of Rajasthan.,https://placehold.co/300x450/1a2e1a/2ecc71?text=Shy%3A%20Untold%20Story,https://www.youtube.com/watch?v=D4qAQYlgZQs
272,Truck War,"Romance, History, Sport",When destiny brings together Truck amidst the backdrop of rural India.,https://placehold.co/300x450/2d132c/e91e63?text=Truck%20War,https://www.youtube.com/watch?v=Po3jStA673E
273,Zindagi Ka Gulab,"Mystery, Action, Sport",An enigmatic tale of Zindagi in the world of Bollywood.,https://placehold.co/300x450/1a1a1a/34495e?text=Zindagi%20Ka%20Gulab,https://www.youtube.com/watch?v=Zr6T4yH8bf0
274,Teekha Kahaani,"Music, Mystery",Rhythm and soul unite Teekha amidst the political turmoil.,https://placehold.co/300x450/2c1a2e/9b59b6?text=Teekha%20Kahaani,https://www.youtube.com/watch?v=4GPvYMKtrtI
275,Pita Sad,"Biography, Musical",The untold story of Pita amidst the festivals of India.,https://placehold.co/300x450/1a1a2e/f39c12?text=Pita%20Sad,https://www.youtube.com/watch?v=y1-w1kUNe6w
276,Jungle: Anthology,Fantasy,When fantasy becomes reality for Jungle in the cricket-crazy streets.,https://placehold.co/300x450/1a1a3e/9b59b6?text=Jungle%3A%20Anthology,https://www.youtube.com/watch?v=vqu4z34wENw
277,Bharat Behen,"Crime, Drama",A dark crime thriller about Bharat on the banks of the Ganges.,https://placehold.co/300x450/1a1a1a/e74c3c?text=Bharat%20Behen,https://www.youtube.com/watch?v=COv52Qyctws
278,Cheek Chili,"Musical, Mystery",When beats unite Cheek in the cricket-crazy streets.,https://placehold.co/300x450/2e1a2e/e91e63?text=Cheek%20Chili,https://www.youtube.com/watch?v=f_vbAtFSEc0
279,Mohabbat Perfect,"War, Musical",A heroic war story of Mohabbat amidst the festivals of India.,https://placehold.co/300x450/1a1a1a/7f8c8d?text=Mohabbat%20Perfect,https://www.youtube.com/watch?v=JKa05nyUmuQ
280,Hungama Eggplant,"Music, Fantasy",A musical odyssey of Hungama in the world of Bollywood.,https://placehold.co/300x450/2c1a2e/9b59b6?text=Hungama%20Eggplant,https://www.youtube.com/watch?v=pKctjlxbFDQ
281,Beti Yaari,Family,A touching family drama about Beti in a metropolitan city.,https://placehold.co/300x450/1a2e1a/2ecc71?text=Beti%20Yaari,https://www.youtube.com/watch?v=8B1EtVPBSMw
282,Ustaad Bhagat Singh,Mystery,An enigmatic tale of Ustaad amidst the festivals of India.,https://placehold.co/300x450/1a1a1a/34495e?text=Ustaad%20Bhagat%20Singh,https://www.youtube.com/watch?v=OKBMCL-frPU
283,Cheek Matka Heat,"Family, Adventure, Musical",A touching family drama about Cheek in the colorful lanes of Old Delhi.,https://placehold.co/300x450/1a2e1a/2ecc71?text=Cheek%20Matka%20Heat,https://www.youtube.com/watch?v=D4qAQYlgZQs
284,Mehndi Lentils,Romance,A passionate love story between Mehndi in the IT hub of Bangalore.,https://placehold.co/300x450/2d132c/e91e63?text=Mehndi%20Lentils,https://www.youtube.com/watch?v=Po3jStA673E
285,Teesra Subah,"Mystery, Action",A baffling mystery surrounds Teesra amidst the festivals of India.,https://placehold.co/300x450/1a1a1a/34495e?text=Teesra%20Subah,https://www.youtube.com/watch?v=Zr6T4yH8bf0
286,Chakra Kal,"Romance, Crime",The unforgettable love of Chakra in a metropolitan city.,https://placehold.co/300x450/2d132c/e91e63?text=Chakra%20Kal,https://www.youtube.com/watch?v=4GPvYMKtrtI
287,Pawankhind,"Romance, Thriller",A romantic journey of Pawankhind amidst the festivals of India.,https://placehold.co/300x450/2d132c/e91e63?text=Pawankhind,https://www.youtube.com/watch?v=y1-w1kUNe6w
288,Love Pickle Ship,"Musical, Sci-Fi",Songs and dance celebrate Love in the world of Bollywood.,https://placehold.co/300x450/2e1a2e/e91e63?text=Love%20Pickle%20Ship,https://www.youtube.com/watch?v=vqu4z34wENw
289,Antaheen,"Romance, Action",Love blossoms between Antaheen on the banks of the Ganges.,https://placehold.co/300x450/2d132c/e91e63?text=Antaheen,https://www.youtube.com/watch?v=COv52Qyctws
290,Sawan Imandaari,"Music, Comedy",When melodies transform Sawan in a small Indian village.,https://placehold.co/300x450/2c1a2e/9b59b6?text=Sawan%20Imandaari,https://www.youtube.com/watch?v=f_vbAtFSEc0
291,Rasam Kheer,"Musical, Adventure",When beats unite Rasam in the backwaters of Kerala.,https://placehold.co/300x450/2e1a2e/e91e63?text=Rasam%20Kheer,https://www.youtube.com/watch?v=JKa05nyUmuQ
292,Across Zone,"Family, Sport, Action",A beautiful family tale of Across in the majestic palaces of Rajasthan.,https://placehold.co/300x450/1a2e1a/2ecc71?text=Across%20Zone,https://www.youtube.com/watch?v=pKctjlxbFDQ
293,Start: Nightmares,Horror,A spine-chilling tale of Start in a joint family setup.,https://placehold.co/300x450/0d0d0d/c0392b?text=Start%3A%20Nightmares,https://www.youtube.com/watch?v=8B1EtVPBSMw
294,Qismat,Adventure,When courage leads Qismat in a middle-class Indian household.,https://placehold.co/300x450/1a2e2e/1abc9c?text=Qismat,https://www.youtube.com/watch?v=OKBMCL-frPU
295,Rishta Qawwali,"Sport, Fantasy",When victory calls Rishta amidst the tea gardens of Assam.,https://placehold.co/300x450/0d1a0d/27ae60?text=Rishta%20Qawwali,https://www.youtube.com/watch?v=D4qAQYlgZQs
296,Between World,"Crime, Romance, Horror",The underworld calls Between against the caste system.,https://placehold.co/300x450/1a1a1a/e74c3c?text=Between%20World,https://www.youtube.com/watch?v=Po3jStA673E
297,Jai Bhim,Sport,A sporting legend rises from Jai in the cricket-crazy streets.,https://placehold.co/300x450/0d1a0d/27ae60?text=Jai%20Bhim,https://www.youtube.com/watch?v=Zr6T4yH8bf0
298,Action Within Pack,"Action, Horror",A thrilling action adventure of Action amidst the political turmoil.,https://placehold.co/300x450/1a1a2e/e50914?text=Action%20Within%20Pack,https://www.youtube.com/watch?v=4GPvYMKtrtI
299,Asuran,"War, Romance",Courage under fire for Asuran amidst the backdrop of rural India.,https://placehold.co/300x450/1a1a1a/7f8c8d?text=Asuran,https://www.youtube.com/watch?v=y1-w1kUNe6w
300,Mehboob Winner,"War, Sci-Fi, Drama",When peace is shattered around Mehboob in the IT hub of Bangalore.,https://placehold.co/300x450/1a1a1a/7f8c8d?text=Mehboob%20Winner,https://www.youtube.com/watch?v=vqu4z34wENw
301,Our Kitchen,"Mystery, Biography",A baffling mystery surrounds Our on the banks of the Ganges.,https://placehold.co/300x450/1a1a1a/34495e?text=Our%20Kitchen,https://www.youtube.com/watch?v=COv52Qyctws
302,Shaam Antim,"Mystery, Action",A baffling mystery surrounds Shaam in a joint family setup.,https://placehold.co/300x450/1a1a1a/34495e?text=Shaam%20Antim,https://www.youtube.com/watch?v=f_vbAtFSEc0
303,Ishq Crown,Action,An action-packed journey of Ishq in a metropolitan city.,https://placehold.co/300x450/1a1a2e/e50914?text=Ishq%20Crown,https://www.youtube.com/watch?v=JKa05nyUmuQ
304,Betrayal: The Beat,"Adventure, Sci-Fi, Crime",A thrilling expedition of Betrayal in the cricket-crazy streets.,https://placehold.co/300x450/1a2e2e/1abc9c?text=Betrayal%3A%20The%20Beat,https://www.youtube.com/watch?v=pKctjlxbFDQ
305,Gang Soil Paratha,Family,A beautiful family tale of Gang against the caste system.,https://placehold.co/300x450/1a2e1a/2ecc71?text=Gang%20Soil%20Paratha,https://www.youtube.com/watch?v=8B1EtVPBSMw
306,Hirak Rajar Deshe,"Sport, Fantasy, Crime",An inspiring sports drama about Hirak in the backwaters of Kerala.,https://placehold.co/300x450/0d1a0d/27ae60?text=Hirak%20Rajar%20Deshe,https://www.youtube.com/watch?v=OKBMCL-frPU
307,Wheat: The Rhythm,"Biography, Mystery, History",When history remembers Wheat in the IT hub of Bangalore.,https://placehold.co/300x450/1a1a2e/f39c12?text=Wheat%3A%20The%20Rhythm,https://www.youtube.com/watch?v=D4qAQYlgZQs
308,Maheshinte Prathikaaram,"Fantasy, Family",When legends come alive for Maheshinte in the majestic palaces of Rajasthan.,https://placehold.co/300x450/1a1a3e/9b59b6?text=Maheshinte%20Prathikaaram,https://www.youtube.com/watch?v=Po3jStA673E
309,Survivor: A Family Story,Mystery,A puzzling journey for Survivor in a middle-class Indian household.,https://placehold.co/300x450/1a1a1a/34495e?text=Survivor%3A%20A%20Family%20Story,https://www.youtube.com/watch?v=Zr6T4yH8bf0
310,Kissa Fast,"Romance, Thriller",A modern-day romance of Kissa amidst the festivals of India.,https://placehold.co/300x450/2d132c/e91e63?text=Kissa%20Fast,https://www.youtube.com/watch?v=4GPvYMKtrtI
311,Gulab Papad,Biography,The extraordinary life of Gulab against the traditions of a conservative family.,https://placehold.co/300x450/1a1a2e/f39c12?text=Gulab%20Papad,https://www.youtube.com/watch?v=y1-w1kUNe6w
312,Kahani Minute,Crime,A gritty crime saga of Kahani in a joint family setup.,https://placehold.co/300x450/1a1a1a/e74c3c?text=Kahani%20Minute,https://www.youtube.com/watch?v=vqu4z34wENw
313,Vedalam,"Music, War, Fantasy",A harmonic tale of Vedalam in the cricket-crazy streets.,https://placehold.co/300x450/2c1a2e/9b59b6?text=Vedalam,https://www.youtube.com/watch?v=COv52Qyctws
314,Aparajito,"Musical, Adventure",When music transforms the life of Aparajito amidst the backdrop of rural India.,https://placehold.co/300x450/2e1a2e/e91e63?text=Aparajito,https://www.youtube.com/watch?v=f_vbAtFSEc0
315,Gulab Unique,"Adventure, Drama",An epic adventure of Gulab against the snow-capped Himalayas.,https://placehold.co/300x450/1a2e2e/1abc9c?text=Gulab%20Unique,https://www.youtube.com/watch?v=JKa05nyUmuQ
316,Joseph,"Sport, Thriller",When determination drives Joseph against the caste system.,https://placehold.co/300x450/0d1a0d/27ae60?text=Joseph,https://www.youtube.com/watch?v=pKctjlxbFDQ
317,Riwaj Spending,Comedy,Laughs galore as Riwaj in a joint family setup.,https://placehold.co/300x450/0f3460/f1c40f?text=Riwaj%20Spending,https://www.youtube.com/watch?v=8B1EtVPBSMw
318,Kannathil Muthamittal,"Thriller, Musical, Biography",A nerve-wracking tale of Kannathil in the world of Bollywood.,https://placehold.co/300x450/1a1a1a/8e44ad?text=Kannathil%20Muthamittal,https://www.youtube.com/watch?v=OKBMCL-frPU
319,Pyaar Seema,"Adventure, Horror, Comedy",A thrilling expedition of Pyaar in the vibrant culture of Punjab.,https://placehold.co/300x450/1a2e2e/1abc9c?text=Pyaar%20Seema,https://www.youtube.com/watch?v=D4qAQYlgZQs
320,Giving Apricot Chain,"Biography, Adventure",A biographical drama about Giving in a middle-class Indian household.,https://placehold.co/300x450/1a1a2e/f39c12?text=Giving%20Apricot%20Chain,https://www.youtube.com/watch?v=Po3jStA673E
321,Charulata,"History, Adventure",When the past echoes through Charulata in the backwaters of Kerala.,https://placehold.co/300x450/2e1a0d/d35400?text=Charulata,https://www.youtube.com/watch?v=Zr6T4yH8bf0
322,Hand Hall,Romance,The unforgettable love of Hand in the backwaters of Kerala.,https://placehold.co/300x450/2d132c/e91e63?text=Hand%20Hall,https://www.youtube.com/watch?v=4GPvYMKtrtI
323,Joji,"History, Musical",When the past echoes through Joji on the banks of the Ganges.,https://placehold.co/300x450/2e1a0d/d35400?text=Joji,https://www.youtube.com/watch?v=y1-w1kUNe6w
324,Seitan: Dreams,"Romance, Adventure",The unforgettable love of Seitan in the bustling streets of Mumbai.,https://placehold.co/300x450/2d132c/e91e63?text=Seitan%3A%20Dreams,https://www.youtube.com/watch?v=vqu4z34wENw
325,Dance: Chapter 2,"Fantasy, Sport, Horror",When fantasy becomes reality for Dance against the traditions of a conservative family.,https://placehold.co/300x450/1a1a3e/9b59b6?text=Dance%3A%20Chapter%202,https://www.youtube.com/watch?v=COv52Qyctws
326,Kumbalangi Nights,"Crime, Horror",A gritty crime saga of Kumbalangi in the cricket-crazy streets.,https://placehold.co/300x450/1a1a1a/e74c3c?text=Kumbalangi%20Nights,https://www.youtube.com/watch?v=f_vbAtFSEc0
327,Daring Side Shuruaat,"Comedy, Thriller",A rib-tickling tale of Daring in a middle-class Indian household.,https://placehold.co/300x450/0f3460/f1c40f?text=Daring%20Side%20Shuruaat,https://www.youtube.com/watch?v=JKa05nyUmuQ
328,Chutney Suburban Roka,"Drama, Crime, Action",A moving portrait of Chutney in the vibrant culture of Punjab.,https://placehold.co/300x450/16213e/f39c12?text=Chutney%20Suburban%20Roka,https://www.youtube.com/watch?v=pKctjlxbFDQ
329,Vikram Vedha,"History, Action",When the past echoes through Vikram in the majestic palaces of Rajasthan.,https://placehold.co/300x450/2e1a0d/d35400?text=Vikram%20Vedha,https://www.youtube.com/watch?v=8B1EtVPBSMw
330,Dil Ka Coriander,"Comedy, Biography",The funny side of life for Dil amidst the political turmoil.,https://placehold.co/300x450/0f3460/f1c40f?text=Dil%20Ka%20Coriander,https://www.youtube.com/watch?v=OKBMCL-frPU
331,Clear Freedom,"Mystery, Action",A baffling mystery surrounds Clear in the majestic palaces of Rajasthan.,https://placehold.co/300x450/1a1a1a/34495e?text=Clear%20Freedom,https://www.youtube.com/watch?v=D4qAQYlgZQs
332,Nayak,"History, Sport",The forgotten tale of Nayak against the traditions of a conservative family.,https://placehold.co/300x450/2e1a0d/d35400?text=Nayak,https://www.youtube.com/watch?v=Po3jStA673E
333,Dwitiyo Purush,Mystery,When truth hides behind Dwitiyo amidst the political turmoil.,https://placehold.co/300x450/1a1a1a/34495e?text=Dwitiyo%20Purush,https://www.youtube.com/watch?v=Zr6T4yH8bf0
334,Weight Grave,"Musical, History",A melodious journey of Weight in the vibrant culture of Punjab.,https://placehold.co/300x450/2e1a2e/e91e63?text=Weight%20Grave,https://www.youtube.com/watch?v=4GPvYMKtrtI
335,Safar Ka Aandhi,"Family, Action",When generations clash in Safar amidst the backdrop of rural India.,https://placehold.co/300x450/1a2e1a/2ecc71?text=Safar%20Ka%20Aandhi,https://www.youtube.com/watch?v=y1-w1kUNe6w
336,Maamannan,"Romance, Fantasy, Musical",A romantic journey of Maamannan amidst the festivals of India.,https://placehold.co/300x450/2d132c/e91e63?text=Maamannan,https://www.youtube.com/watch?v=vqu4z34wENw
337,Swatantra Karuna,"Family, Musical",A touching family drama about Swatantra against the traditions of a conservative family.,https://placehold.co/300x450/1a2e1a/2ecc71?text=Swatantra%20Karuna,https://www.youtube.com/watch?v=COv52Qyctws
338,Drishyam,"Thriller, Music",A nerve-wracking tale of Drishyam in the colorful lanes of Old Delhi.,https://placehold.co/300x450/1a1a1a/8e44ad?text=Drishyam,https://www.youtube.com/watch?v=f_vbAtFSEc0
339,Gate Festival,Musical,A musical extravaganza about Gate against the snow-capped Himalayas.,https://placehold.co/300x450/2e1a2e/e91e63?text=Gate%20Festival,https://www.youtube.com/watch?v=JKa05nyUmuQ
340,Region Knight,Sport,When victory calls Region in a metropolitan city.,https://placehold.co/300x450/0d1a0d/27ae60?text=Region%20Knight,https://www.youtube.com/watch?v=pKctjlxbFDQ
341,Krodh Orange,"Biography, Sci-Fi",A biographical drama about Krodh in a joint family setup.,https://placehold.co/300x450/1a1a2e/f39c12?text=Krodh%20Orange,https://www.youtube.com/watch?v=8B1EtVPBSMw
342,Pear Truck,"Drama, Romance",A moving portrait of Pear in a middle-class Indian household.,https://placehold.co/300x450/16213e/f39c12?text=Pear%20Truck,https://www.youtube.com/watch?v=OKBMCL-frPU
343,Chanda Ginger,"Biography, Comedy",The extraordinary life of Chanda against the snow-capped Himalayas.,https://placehold.co/300x450/1a1a2e/f39c12?text=Chanda%20Ginger,https://www.youtube.com/watch?v=D4qAQYlgZQs
344,Namkeen: Memories,"Music, Fantasy",Rhythm and soul unite Namkeen in a joint family setup.,https://placehold.co/300x450/2c1a2e/9b59b6?text=Namkeen%3A%20Memories,https://www.youtube.com/watch?v=Po3jStA673E
345,Kahani Heart,"Action, Music",A high-stakes battle between Kahani amidst the political turmoil.,https://placehold.co/300x450/1a1a2e/e50914?text=Kahani%20Heart,https://www.youtube.com/watch?v=Zr6T4yH8bf0
346,Chhe Missile,"Biography, War",The untold story of Chhe in a metropolitan city.,https://placehold.co/300x450/1a1a2e/f39c12?text=Chhe%20Missile,https://www.youtube.com/watch?v=4GPvYMKtrtI
347,Chehra Head,"Thriller, Mystery",Tension rises as Chehra amidst the backdrop of rural India.,https://placehold.co/300x450/1a1a1a/8e44ad?text=Chehra%20Head,https://www.youtube.com/watch?v=y1-w1kUNe6w
348,Mangal Speed,"Music, Romance, Fantasy",A harmonic tale of Mangal in a metropolitan city.,https://placehold.co/300x450/2c1a2e/9b59b6?text=Mangal%20Speed,https://www.youtube.com/watch?v=vqu4z34wENw
349,Neeti Carb,"Romance, Adventure, Sci-Fi",When destiny brings together Neeti in a metropolitan city.,https://placehold.co/300x450/2d132c/e91e63?text=Neeti%20Carb,https://www.youtube.com/watch?v=COv52Qyctws
350,Incomplete: Stories,"Musical, Action",A rhythmic tale of Incomplete in the IT hub of Bangalore.,https://placehold.co/300x450/2e1a2e/e91e63?text=Incomplete%3A%20Stories,https://www.youtube.com/watch?v=f_vbAtFSEc0
351,Karuna Ring,"Sport, Drama",When victory calls Karuna amidst the tea gardens of Assam.,https://placehold.co/300x450/0d1a0d/27ae60?text=Karuna%20Ring,https://www.youtube.com/watch?v=JKa05nyUmuQ
352,Mall Band,"History, Drama, Horror",The untold story of Mall amidst the festivals of India.,https://placehold.co/300x450/2e1a0d/d35400?text=Mall%20Band,https://www.youtube.com/watch?v=pKctjlxbFDQ
353,Cry Healed,"Family, War",When generations clash in Cry in the world of Bollywood.,https://placehold.co/300x450/1a2e1a/2ecc71?text=Cry%20Healed,https://www.youtube.com/watch?v=8B1EtVPBSMw
354,Vijay Dye,"Comedy, Romance",Comedic chaos ensues when Vijay in the colorful lanes of Old Delhi.,https://placehold.co/300x450/0f3460/f1c40f?text=Vijay%20Dye,https://www.youtube.com/watch?v=OKBMCL-frPU
355,Lucifer,"Crime, Biography",When corruption meets Lucifer amidst the political turmoil.,https://placehold.co/300x450/1a1a1a/e74c3c?text=Lucifer,https://www.youtube.com/watch?v=D4qAQYlgZQs
356,Rishta Rocket,"Sci-Fi, Action",A sci-fi adventure of Rishta amidst the political turmoil.,https://placehold.co/300x450/0c1445/3498db?text=Rishta%20Rocket,https://www.youtube.com/watch?v=Po3jStA673E
357,Mustard Avocado,"Romance, Musical",A whirlwind romance between Mustard in a joint family setup.,https://placehold.co/300x450/2d132c/e91e63?text=Mustard%20Avocado,https://www.youtube.com/watch?v=Zr6T4yH8bf0
358,Excited Truck,"Thriller, Crime, Adventure",Suspense grips Excited in a metropolitan city.,https://placehold.co/300x450/1a1a1a/8e44ad?text=Excited%20Truck,https://www.youtube.com/watch?v=4GPvYMKtrtI
359,Cheese Loving,Music,A harmonic tale of Cheese in the majestic palaces of Rajasthan.,https://placehold.co/300x450/2c1a2e/9b59b6?text=Cheese%20Loving,https://www.youtube.com/watch?v=y1-w1kUNe6w
360,Safar Ka Ras,"Romance, Sport",A passionate love story between Safar in the world of Bollywood.,https://placehold.co/300x450/2d132c/e91e63?text=Safar%20Ka%20Ras,https://www.youtube.com/watch?v=vqu4z34wENw
361,Samay Head,"Sport, Adventure",An inspiring sports drama about Samay in a middle-class Indian household.,https://placehold.co/300x450/0d1a0d/27ae60?text=Samay%20Head,https://www.youtube.com/watch?v=COv52Qyctws
362,Unit Thinking,"Biography, History, Comedy",The untold story of Unit in a metropolitan city.,https://placehold.co/300x450/1a1a2e/f39c12?text=Unit%20Thinking,https://www.youtube.com/watch?v=f_vbAtFSEc0
363,Chup Mohalla,"War, Adventure",When peace is shattered around Chup against the snow-capped Himalayas.,https://placehold.co/300x450/1a1a1a/7f8c8d?text=Chup%20Mohalla,https://www.youtube.com/watch?v=JKa05nyUmuQ
364,Jayate Gaon,Action,A high-stakes battle between Jayate in the vibrant culture of Punjab.,https://placehold.co/300x450/1a1a2e/e50914?text=Jayate%20Gaon,https://www.youtube.com/watch?v=pKctjlxbFDQ
